Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,CarbonEmission
obese,male,vegan,less frequently,wood,private,lpg,283,very frequently,1167,small,3,23,44,4,3542
underweight,male,pescatarian,more frequently,natural gas,walk/bicycle,,204,frequently,35,small,7,20,17,8,1953
normal,female,vegan,more frequently,electricity,private,hybrid,228,rarely,9420,extra large,3,2,42,16,2683
normal,female,pescatarian,less frequently,wood,walk/bicycle,,126,frequently,20,small,1,21,5,21,1395
underweight,female,vegan,more frequently,electricity,walk/bicycle,,116,rarely,54,medium,6,9,43,2,1204
obese,male,vegetarian,twice a day,electricity,walk/bicycle,,187,frequently,68,large,7,23,32,16,2874
normal,female,pescatarian,daily,coal,walk/bicycle,,154,frequently,65,small,3,1,3,7,1118
obese,male,vegetarian,more frequently,natural gas,walk/bicycle,,121,very frequently,15,extra large,1,1,24,0,2468
underweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,179,rarely,54,medium,4,3,30,19,1284
obese,female,omnivore,twice a day,electricity,walk/bicycle,,241,never,83,extra large,7,13,25,4,1871
normal,female,pescatarian,daily,electricity,walk/bicycle,,245,frequently,90,large,3,6,5,15,1200
overweight,male,vegan,less frequently,electricity,private,hybrid,143,never,1986,large,4,6,10,14,1153
overweight,male,pescatarian,less frequently,coal,walk/bicycle,,127,very frequently,99,large,7,10,29,6,3755
obese,male,vegan,twice a day,electricity,walk/bicycle,,238,never,83,extra large,7,17,21,9,1860
overweight,female,vegetarian,more frequently,natural gas,public,,268,never,773,medium,3,17,5,12,1066
underweight,male,pescatarian,less frequently,wood,walk/bicycle,,65,never,62,medium,6,14,49,8,1624
obese,female,vegetarian,more frequently,wood,private,lpg,275,frequently,2684,extra large,2,22,18,19,2908
overweight,female,vegan,daily,wood,walk/bicycle,,53,very frequently,65,large,2,1,33,20,2712
overweight,female,pescatarian,more frequently,wood,walk/bicycle,,180,rarely,49,medium,5,23,45,9,1713
overweight,male,omnivore,less frequently,coal,private,electric,51,rarely,4132,extra large,5,13,9,19,2149
overweight,female,vegetarian,more frequently,coal,walk/bicycle,,218,rarely,26,small,6,15,48,24,1730
underweight,female,vegan,less frequently,coal,public,,207,never,1020,small,2,11,9,0,790
normal,male,vegan,less frequently,wood,public,,149,very frequently,1046,small,1,24,29,10,2629
overweight,male,omnivore,less frequently,wood,public,,137,frequently,1180,large,5,19,39,17,2419
normal,male,pescatarian,daily,electricity,private,electric,80,never,5204,small,4,21,17,23,1079
normal,male,pescatarian,more frequently,coal,public,,228,frequently,315,small,5,12,24,17,2158
underweight,female,pescatarian,daily,wood,walk/bicycle,,100,frequently,69,small,6,8,42,3,1852
overweight,male,vegan,less frequently,coal,private,lpg,69,rarely,7614,small,5,21,3,2,3123
underweight,male,pescatarian,more frequently,wood,private,diesel,89,rarely,6576,extra large,5,7,16,10,2849
underweight,male,vegetarian,more frequently,natural gas,walk/bicycle,,284,very frequently,36,extra large,5,6,50,6,3307
obese,female,vegan,less frequently,coal,public,,105,never,1264,medium,5,9,14,21,1408
obese,female,vegan,more frequently,electricity,walk/bicycle,,198,rarely,39,large,4,14,46,8,1777
overweight,female,omnivore,daily,electricity,public,,276,very frequently,1035,medium,4,12,50,13,2701
obese,male,vegan,less frequently,coal,public,,249,very frequently,1440,extra large,6,14,28,3,3998
overweight,female,pescatarian,daily,coal,walk/bicycle,,73,very frequently,28,large,2,17,14,11,2551
underweight,male,vegetarian,daily,wood,private,petrol,79,frequently,5328,extra large,2,1,35,24,3906
underweight,female,pescatarian,less frequently,wood,walk/bicycle,,101,very frequently,30,small,7,9,38,19,2150
obese,female,omnivore,less frequently,coal,private,electric,268,never,398,medium,5,8,9,2,1754
obese,male,vegetarian,more frequently,natural gas,public,,123,frequently,994,large,5,6,27,19,2416
obese,female,vegetarian,less frequently,electricity,private,petrol,133,very frequently,3587,large,7,7,48,11,4300
overweight,male,vegetarian,daily,coal,private,lpg,102,rarely,9372,small,1,13,25,13,4312
underweight,female,vegan,daily,electricity,private,petrol,246,very frequently,2183,small,3,2,32,10,2510
obese,female,vegetarian,more frequently,coal,public,,257,very frequently,1972,large,6,2,48,10,3697
normal,female,vegetarian,twice a day,coal,walk/bicycle,,271,never,14,extra large,6,14,36,22,1974
obese,male,omnivore,less frequently,wood,walk/bicycle,,224,frequently,81,small,1,10,10,9,2031
underweight,female,vegan,twice a day,coal,private,petrol,292,never,1328,small,4,15,2,15,1285
underweight,male,pescatarian,twice a day,electricity,walk/bicycle,,65,rarely,83,extra large,7,11,23,13,1735
underweight,female,vegetarian,twice a day,natural gas,public,,298,never,236,medium,7,1,2,4,1089
normal,male,vegetarian,twice a day,electricity,public,,119,frequently,1099,small,4,5,15,6,1389
overweight,female,vegetarian,twice a day,electricity,private,petrol,214,very frequently,4586,large,5,12,34,19,4457
overweight,female,omnivore,less frequently,natural gas,private,lpg,146,rarely,6179,large,7,2,2,19,3529
normal,female,vegan,twice a day,wood,walk/bicycle,,199,frequently,20,medium,3,4,20,17,1467
obese,female,pescatarian,daily,coal,walk/bicycle,,293,never,92,large,2,10,7,3,1342
overweight,male,omnivore,twice a day,wood,public,,252,very frequently,872,medium,4,14,40,10,3302
normal,female,vegan,twice a day,wood,public,,128,very frequently,1652,large,4,18,41,8,2475
obese,male,omnivore,twice a day,electricity,private,diesel,88,never,3052,small,4,0,28,8,1868
overweight,female,vegan,less frequently,wood,walk/bicycle,,106,never,76,extra large,2,10,44,11,1424
obese,male,vegan,twice a day,wood,public,,100,frequently,595,extra large,3,10,14,5,2446
normal,male,vegetarian,less frequently,wood,public,,228,never,1095,large,4,12,35,12,1554
underweight,male,vegetarian,less frequently,wood,walk/bicycle,,71,rarely,94,large,5,15,16,7,1480
normal,female,vegan,more frequently,electricity,public,,164,never,147,large,4,16,11,9,956
normal,female,omnivore,more frequently,electricity,walk/bicycle,,233,frequently,73,medium,2,7,32,11,1701
obese,female,vegan,less frequently,wood,public,,113,very frequently,249,small,7,0,13,11,2511
overweight,female,vegetarian,daily,natural gas,public,,131,rarely,164,extra large,5,24,1,18,1455
obese,female,omnivore,twice a day,electricity,private,hybrid,160,never,2885,extra large,3,3,9,10,1650
obese,male,omnivore,less frequently,coal,private,electric,208,rarely,9126,extra large,4,14,4,4,1900
obese,male,vegan,less frequently,electricity,walk/bicycle,,98,very frequently,38,extra large,3,14,12,5,2553
obese,male,pescatarian,twice a day,coal,private,petrol,247,never,3824,extra large,5,12,8,5,3968
overweight,female,omnivore,less frequently,natural gas,public,,250,frequently,1535,small,5,21,22,16,1875
obese,female,pescatarian,more frequently,natural gas,public,,115,never,1928,extra large,1,24,4,19,889
overweight,male,vegan,daily,coal,public,,281,frequently,733,extra large,5,8,30,5,2801
normal,male,pescatarian,twice a day,coal,walk/bicycle,,71,frequently,22,small,4,13,13,6,1658
overweight,female,omnivore,twice a day,wood,public,,68,never,1922,small,4,23,7,4,1038
normal,male,pescatarian,daily,wood,private,hybrid,273,rarely,6091,extra large,3,20,47,9,2812
normal,male,pescatarian,less frequently,natural gas,private,petrol,180,never,2603,medium,2,15,45,18,2369
overweight,male,vegetarian,daily,electricity,public,,222,rarely,1815,extra large,3,7,44,5,1754
normal,male,vegetarian,daily,coal,walk/bicycle,,168,very frequently,79,extra large,4,12,25,2,2964
normal,male,vegan,daily,natural gas,private,electric,154,frequently,681,medium,7,17,4,19,1941
overweight,male,omnivore,more frequently,electricity,private,electric,90,very frequently,854,large,3,16,24,0,2385
normal,male,omnivore,more frequently,coal,public,,252,very frequently,873,large,4,12,9,14,3119
normal,female,omnivore,daily,coal,walk/bicycle,,153,frequently,16,medium,2,1,48,0,2004
overweight,male,vegan,twice a day,natural gas,private,lpg,103,rarely,2465,large,2,1,12,6,1842
normal,female,vegan,more frequently,electricity,walk/bicycle,,129,rarely,85,extra large,6,20,11,8,1270
obese,male,pescatarian,less frequently,wood,public,,170,rarely,1887,medium,1,17,33,12,1929
obese,female,vegan,twice a day,natural gas,public,,89,never,459,small,3,17,7,4,512
overweight,male,omnivore,more frequently,natural gas,private,electric,217,very frequently,8854,extra large,6,9,38,0,3886
underweight,male,omnivore,more frequently,wood,private,lpg,112,rarely,7389,medium,6,19,3,14,3249
normal,male,vegetarian,daily,wood,private,petrol,130,very frequently,13,extra large,6,11,5,0,3001
underweight,male,pescatarian,less frequently,coal,private,hybrid,126,very frequently,4039,small,2,22,10,24,3039
obese,female,vegan,twice a day,wood,private,electric,147,frequently,14,small,1,16,20,4,1581
overweight,female,pescatarian,less frequently,natural gas,private,petrol,230,rarely,9710,extra large,3,5,5,1,4473
normal,male,vegetarian,twice a day,natural gas,private,hybrid,82,never,7215,large,6,11,17,22,2666
obese,male,pescatarian,twice a day,electricity,public,,161,frequently,1132,extra large,1,14,1,19,1862
normal,male,vegan,more frequently,natural gas,walk/bicycle,,133,rarely,19,large,2,19,39,8,1709
overweight,male,vegetarian,twice a day,wood,walk/bicycle,,177,frequently,92,large,7,11,42,22,2668
normal,male,pescatarian,daily,coal,walk/bicycle,,91,rarely,10,large,4,13,27,7,1655
underweight,male,vegetarian,less frequently,electricity,public,,70,very frequently,1320,large,2,16,9,11,2188
normal,female,omnivore,less frequently,coal,public,,249,never,580,large,1,22,8,6,1401
normal,female,vegetarian,more frequently,electricity,public,,110,very frequently,332,small,1,15,32,23,1873
overweight,female,omnivore,more frequently,natural gas,public,,204,rarely,1447,large,4,18,27,4,1601
obese,female,vegetarian,less frequently,natural gas,public,,235,frequently,883,small,7,11,48,22,2521
obese,female,vegetarian,twice a day,coal,walk/bicycle,,228,rarely,95,large,7,24,17,1,2020
normal,male,vegetarian,twice a day,coal,public,,165,rarely,472,extra large,7,12,22,11,2404
obese,female,vegan,less frequently,coal,public,,113,rarely,396,large,2,16,45,19,2010
obese,female,vegan,twice a day,coal,private,lpg,230,frequently,1659,medium,6,11,40,23,2798
overweight,female,vegan,more frequently,coal,public,,166,never,1352,medium,3,0,24,16,1512
overweight,female,vegetarian,twice a day,wood,public,,98,rarely,1025,medium,4,14,13,23,1359
overweight,female,pescatarian,more frequently,natural gas,public,,262,very frequently,1861,extra large,5,0,12,17,3030
normal,female,vegetarian,less frequently,wood,walk/bicycle,,204,rarely,22,small,4,17,12,10,901
overweight,male,omnivore,more frequently,coal,private,lpg,249,frequently,3007,large,3,24,46,24,3762
normal,male,pescatarian,less frequently,natural gas,walk/bicycle,,150,very frequently,54,medium,1,11,19,9,2007
underweight,female,vegan,twice a day,electricity,walk/bicycle,,213,very frequently,45,extra large,4,7,23,6,2039
obese,female,vegan,less frequently,coal,private,hybrid,279,very frequently,8125,extra large,1,10,20,13,4442
underweight,male,vegan,daily,electricity,walk/bicycle,,238,frequently,73,small,6,8,17,5,1477
obese,male,vegetarian,daily,coal,walk/bicycle,,52,rarely,50,large,7,23,2,15,1938
underweight,female,pescatarian,less frequently,natural gas,public,,64,never,1728,extra large,7,3,33,16,1657
obese,male,omnivore,less frequently,coal,walk/bicycle,,137,frequently,54,large,3,11,23,17,2540
normal,female,omnivore,twice a day,electricity,public,,124,very frequently,1545,extra large,6,7,10,20,2424
obese,male,vegan,twice a day,coal,walk/bicycle,,181,frequently,68,small,2,17,42,10,2598
obese,male,omnivore,less frequently,natural gas,walk/bicycle,,272,frequently,80,medium,5,2,39,6,3003
obese,male,omnivore,more frequently,electricity,walk/bicycle,,115,very frequently,80,large,3,21,7,1,2626
normal,female,pescatarian,less frequently,coal,walk/bicycle,,71,rarely,49,small,2,7,43,19,1430
underweight,male,omnivore,less frequently,natural gas,private,diesel,232,frequently,7937,extra large,4,3,15,4,4077
overweight,female,vegan,more frequently,electricity,private,electric,106,frequently,8237,large,7,9,5,15,1538
obese,male,omnivore,twice a day,wood,private,electric,168,very frequently,1601,medium,6,5,48,5,3550
obese,male,vegan,more frequently,natural gas,public,,72,rarely,410,small,3,2,34,12,1791
underweight,female,vegan,twice a day,wood,private,hybrid,299,rarely,7440,medium,3,1,15,13,2007
underweight,male,vegan,daily,coal,private,diesel,275,frequently,741,extra large,7,10,40,3,2898
obese,male,pescatarian,less frequently,electricity,public,,241,rarely,1690,small,2,7,36,2,1474
obese,male,vegan,more frequently,wood,public,,207,very frequently,1088,medium,7,2,42,10,3859
obese,female,pescatarian,less frequently,natural gas,private,lpg,68,frequently,4863,large,7,14,9,3,3796
overweight,male,pescatarian,more frequently,natural gas,walk/bicycle,,219,frequently,89,large,2,13,47,23,2681
overweight,female,vegetarian,daily,coal,walk/bicycle,,60,rarely,75,small,6,7,5,18,1022
overweight,male,vegetarian,less frequently,electricity,walk/bicycle,,235,very frequently,13,large,4,24,35,7,3053
normal,male,omnivore,less frequently,wood,private,petrol,287,rarely,5221,large,6,22,16,10,3785
normal,female,vegetarian,more frequently,coal,public,,147,frequently,412,small,6,18,38,18,2010
underweight,male,pescatarian,less frequently,electricity,walk/bicycle,,64,very frequently,2,extra large,4,9,7,17,2342
overweight,female,pescatarian,daily,electricity,public,,191,rarely,1867,extra large,6,20,38,21,2457
normal,male,vegetarian,more frequently,electricity,walk/bicycle,,264,very frequently,81,small,1,7,46,5,2272
obese,female,pescatarian,twice a day,electricity,public,,160,frequently,345,extra large,7,6,34,23,2746
obese,male,pescatarian,more frequently,coal,private,lpg,288,never,6367,medium,7,6,12,3,3961
obese,female,pescatarian,twice a day,coal,private,diesel,264,frequently,3643,extra large,3,15,10,0,3181
underweight,male,omnivore,less frequently,natural gas,public,,81,rarely,1670,extra large,2,14,19,2,1177
obese,female,omnivore,twice a day,natural gas,walk/bicycle,,204,never,64,medium,2,7,40,21,1616
underweight,male,omnivore,less frequently,coal,public,,112,frequently,741,medium,4,22,19,16,1964
obese,male,omnivore,more frequently,wood,public,,227,rarely,1710,extra large,1,2,34,17,2201
underweight,male,omnivore,less frequently,natural gas,private,electric,124,very frequently,2836,small,7,4,5,21,2678
overweight,female,vegetarian,more frequently,wood,walk/bicycle,,199,very frequently,16,extra large,1,1,48,22,2625
obese,female,pescatarian,less frequently,natural gas,walk/bicycle,,103,rarely,12,large,4,8,46,21,1787
normal,female,vegan,twice a day,coal,private,petrol,268,rarely,6808,medium,4,24,45,2,4256
overweight,male,vegan,less frequently,coal,walk/bicycle,,74,rarely,19,small,7,20,35,17,1683
overweight,female,omnivore,less frequently,natural gas,walk/bicycle,,158,very frequently,4,large,4,21,43,22,2999
obese,female,vegan,twice a day,natural gas,public,,153,very frequently,313,large,4,5,36,19,2749
obese,female,vegetarian,more frequently,coal,private,petrol,178,never,469,large,4,15,29,1,1730
obese,female,vegetarian,daily,natural gas,walk/bicycle,,236,frequently,87,extra large,7,2,42,16,3307
obese,female,vegetarian,twice a day,wood,private,hybrid,137,rarely,3119,small,2,19,18,2,1835
underweight,male,vegetarian,daily,natural gas,private,hybrid,79,rarely,4295,extra large,4,20,45,3,2386
overweight,male,omnivore,less frequently,natural gas,walk/bicycle,,107,frequently,30,extra large,4,5,7,7,1965
normal,male,pescatarian,daily,natural gas,public,,201,never,907,medium,4,1,46,12,1738
normal,male,vegan,more frequently,coal,public,,282,frequently,603,large,7,9,7,0,2419
underweight,female,vegetarian,twice a day,wood,private,electric,172,very frequently,6993,large,7,20,8,19,2280
